Device,Completed,Start,End,PG0Dis,PG0Shown,PG0Submit,PG1PsnUse,PG1WdAuth,PG1Trn,PG1Other,PG1Submit,PG2Resp,PG2Submit,PG2Resp,PG3Submit,PG4Dtr0_6,PG4Psv7_8,PG4Prm9_10,PG4AllResp,PG4Submit,PG5_1RRPQ,PG5_1Order,PG5_1Time,PG5_2BNUI,PG5_2Order,PG5_2Time,PG5_3HDS,PG5_3Order,PG5_3Time,PG5_4VGP,PG5_4Order,PG5_4Time,PG5_5PHR,PG5_5Order,PG5_5Time,PG5_6SSYOP,PG5_6Order,PG5_6Time,PG5_7NDYP,PG5_7Order,PG5_7Time,PG5_8CP,PG5_8Order,PG5_8Time,PG5_9FRP,PG5_9Order,PG5_9Time,PG5_10RPA,PG5_10Order,PG5_10Time,PG5_11NSG,PG5_11Order,PG5_11Time,PG5_12NWG,PG5_12Order,PG5_12Time,PG5_13NFG,PG5_13Order,PG5_13Time,PG5Submit,PG6Resp,PG6Submit,PG7R,PG7C/C++,PG7Java,PG7Python,PG7Javascript,PG7Go,PG7C#,PG7Other,PG7Submit,PG8Resp,PG8Submit,PG9Resp,PG9Submit,PG10Resp,PG10Submit,PG11Resp,PG11Submit,PG12Resp,PG12Submit
Phone,FALSE,2018-10-16 13:09:32,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-16 14:36:21,2018-10-16 14:43:20,24,33,2018-10-16 14:36:29,,,For a training / class that I took,,2018-10-16 14:37:18,No,2018-10-16 14:37:29,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 14:38:16,,8,,8,2018-10-16 14:38:27,,,,,,,,,,,,,High Priority,2,2018-10-16 14:39:06,,,,,,,High Priority,1,2018-10-16 14:38:49,,,,,,,,,,,,,,,,2018-10-16 14:40:36,13 - 19 years,2018-10-16 14:40:43,,,,,,,,,2018-10-16 14:40:46,Data Scientist,2018-10-16 14:41:04,More than 25,2018-10-16 14:43:02,Native,2018-10-16 14:43:09,Male,2018-10-16 14:43:14,35 - 44,2018-10-16 14:43:19
PC,FALSE,2018-10-16 14:49:20,,24,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-16 15:06:43,2018-10-16 15:10:03,0,0,2018-10-16 15:06:48,For personal work and/or research use,,,,2018-10-16 15:07:03,No,2018-10-16 15:07:11,greater fluency in tidyverse,2018-10-16 15:07:50,,,10,10,2018-10-16 15:07:58,High Priority,9,2018-10-16 15:08:58,Low Priority,10,2018-10-16 15:09:03,High Priority,7,2018-10-16 15:08:47,Not a Priority,2,2018-10-16 15:08:28,Medium Priority,6,2018-10-16 15:08:44,Low Priority,11,2018-10-16 15:09:06,Not a Priority,4,2018-10-16 15:08:39,Low Priority,5,2018-10-16 15:08:40,Essential,1,2018-10-16 15:08:25,Medium Priority,13,2018-10-16 15:09:13,Not a Priority,12,2018-10-16 15:09:09,Not a Priority,3,2018-10-16 15:08:30,Not a Priority,8,2018-10-16 15:08:51,2018-10-16 15:09:14,2 - 5 years,2018-10-16 15:09:22,R,,,,,,,,2018-10-16 15:09:27,grad student,2018-10-16 15:09:37,4 - 6,2018-10-16 15:09:47,Native,2018-10-16 15:09:52,Male,2018-10-16 15:09:56,25 - 34,2018-10-16 15:10:02
Phone,FALSE,2018-10-16 16:17:29,,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-16 17:30:18,2018-10-16 17:34:01,168,1130,2018-10-16 17:30:25,,,For a training / class that I took,,2018-10-16 17:30:42,No,2018-10-16 17:30:53,As part of curriculum,2018-10-16 17:31:49,,,,,2018-10-16 17:31:52,Not a Priority,13,2018-10-16 17:32:40,Not a Priority,8,2018-10-16 17:32:28,Essential,2,2018-10-16 17:32:12,Not a Priority,6,2018-10-16 17:32:25,Essential,1,2018-10-16 17:32:10,High Priority,11,2018-10-16 17:32:37,Low Priority,5,2018-10-16 17:32:20,High Priority,3,2018-10-16 17:32:14,Medium Priority,4,2018-10-16 17:32:18,Not a Priority,10,2018-10-16 17:32:34,Not a Priority,9,2018-10-16 17:32:31,Not a Priority,7,2018-10-16 17:32:26,Not a Priority,12,2018-10-16 17:32:38,2018-10-16 17:32:42,2 - 5 years,2018-10-16 17:32:49,,,Java,Python,,,,Other,2018-10-16 17:33:21,Computer Scientist,2018-10-16 17:33:35,More than 25,2018-10-16 17:33:43,Not native - full working proficiency,2018-10-16 17:33:50,Male,2018-10-16 17:33:55,25 - 34,2018-10-16 17:34:00
PC,TRUE,2018-10-16 17:32:22,2018-10-16 17:38:42,168,1131,2018-10-16 17:32:33,For personal work and/or research use,,,,2018-10-16 17:33:53,Not sure,2018-10-16 17:35:31,I saw a recommendation for the package,2018-10-16 17:36:11,,,10,10,2018-10-16 17:36:18,Medium Priority,9,2018-10-16 17:37:36,,,,Low Priority,8,2018-10-16 17:37:34,Medium Priority,7,2018-10-16 17:37:25,High Priority,4,2018-10-16 17:37:15,,,,,,,High Priority,6,2018-10-16 17:37:18,Medium Priority,2,2018-10-16 17:36:45,Essential,1,2018-10-16 17:36:37,,,,,,,,,,2018-10-16 17:37:43,2 - 5 years,2018-10-16 17:38:02,R,,,,,,,,2018-10-16 17:38:06,Data Scientist,2018-10-16 17:38:15,2 - 3,2018-10-16 17:38:26,Native,2018-10-16 17:38:32,Male,2018-10-16 17:38:36,35 - 44,2018-10-16 17:38:41
PC,FALSE,2018-10-16 17:42:40,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-16 17:44:18,2018-10-16 17:46:54,168,1133,2018-10-16 17:44:30,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-16 17:44:42,Yes,2018-10-16 17:44:54,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 17:45:10,,,10,10,2018-10-16 17:45:18,,,,,,,,,,,,,,,,,,,,,,Essential,2,2018-10-16 17:45:46,,,,,,,,,,,,,,,,2018-10-16 17:46:01,9 - 12 years,2018-10-16 17:46:09,R,C/C++,Java,Python,,,C#,,2018-10-16 17:46:20,Data Scientist,2018-10-16 17:46:25,More than 25,2018-10-16 17:46:33,Not native - full working proficiency,2018-10-16 17:46:43,Male,2018-10-16 17:46:48,35 - 44,2018-10-16 17:46:53
PC,TRUE,2018-10-16 19:13:45,2018-10-16 19:17:42,24,26,2018-10-16 19:13:56,,,For a training / class that I took,,2018-10-16 19:14:10,No,2018-10-16 19:14:21,required for the class,2018-10-16 19:14:44,,,9,9,2018-10-16 19:14:51,Not a Priority,15,2018-10-16 19:16:30,Not a Priority,17,2018-10-16 19:16:33,Not a Priority,10,2018-10-16 19:16:23,Not a Priority,13,2018-10-16 19:16:26,Not a Priority,4,2018-10-16 19:16:10,Not a Priority,12,2018-10-16 19:16:25,Not a Priority,1,2018-10-16 19:15:50,Not a Priority,6,2018-10-16 19:16:21,Not a Priority,16,2018-10-16 19:16:31,Not a Priority,8,2018-10-16 19:16:22,Not a Priority,3,2018-10-16 19:16:06,Not a Priority,14,2018-10-16 19:16:27,Not a Priority,2,2018-10-16 19:16:03,2018-10-16 19:16:37,Less than 2 years,2018-10-16 19:16:43,Excel VBA,,,,,,,Other,2018-10-16 19:16:55,Energy Efficiency Engineer,2018-10-16 19:17:15,1,2018-10-16 19:17:26,Native,2018-10-16 19:17:31,Female,2018-10-16 19:17:36,35 - 44,2018-10-16 19:17:41
Phone,TRUE,2018-10-16 19:50:48,2018-10-16 19:53:54,1,2,2018-10-16 19:50:58,For personal work and/or research use,,For a training / class that I took,,2018-10-16 19:51:18,Yes,2018-10-16 19:51:29,I saw a recommendation for the package,2018-10-16 19:51:48,5,,,5,2018-10-16 19:51:59,,,,,,,,,,,,,,,,,,,,,,,,,High Priority,1,2018-10-16 19:52:26,,,,,,,,,,,,,2018-10-16 19:52:33,9 - 12 years,2018-10-16 19:53:00,R,,,Python,,,,,2018-10-16 19:53:08,Data Scientist,2018-10-16 19:53:18,More than 25,2018-10-16 19:53:27,Not native - sufficient working proficiency,2018-10-16 19:53:42,Male,2018-10-16 19:53:47,35 - 44,2018-10-16 19:53:53
PC,TRUE,2018-10-16 19:55:52,2018-10-16 19:58:46,1,3,2018-10-16 19:56:05,For personal work and/or research use,,For a training / class that I took,,2018-10-16 19:56:19,Yes,2018-10-16 19:56:32,I saw a recommendation for the package,2018-10-16 19:57:01,5,,,5,2018-10-16 19:57:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-16 19:57:34,Less than 2 years,2018-10-16 19:57:41,,,,Python,,,,,2018-10-16 19:57:53,Sysadmin,2018-10-16 19:58:05,2 - 3,2018-10-16 19:58:15,Not native - sufficient working proficiency,2018-10-16 19:58:36,Male,2018-10-16 19:58:40,45 - 54,2018-10-16 19:58:45
PC,TRUE,2018-10-16 20:03:40,2018-10-16 20:07:52,1,4,2018-10-16 20:03:51,For personal work and/or research use,,,,2018-10-16 20:04:05,No,2018-10-16 20:04:19,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 20:04:40,,,10,10,2018-10-16 20:04:50,Medium Priority,5,2018-10-16 20:05:45,Medium Priority,8,2018-10-16 20:06:02,High Priority,9,2018-10-16 20:06:06,Medium Priority,14,2018-10-16 20:06:33,Not a Priority,11,2018-10-16 20:06:18,Low Priority,12,2018-10-16 20:06:22,Low Priority,10,2018-10-16 20:06:12,High Priority,13,2018-10-16 20:06:28,High Priority,3,2018-10-16 20:05:33,Not a Priority,4,2018-10-16 20:05:38,Medium Priority,6,2018-10-16 20:05:52,Low Priority,7,2018-10-16 20:05:56,Low Priority,1,2018-10-16 20:05:25,2018-10-16 20:06:33,6 - 8 years,2018-10-16 20:06:40,,,,Python,,,,,2018-10-16 20:06:49,Data Scientist,2018-10-16 20:06:54,4 - 6,2018-10-16 20:07:02,Not native - limited working proficiency,2018-10-16 20:07:43,Male,2018-10-16 20:07:47,35 - 44,2018-10-16 20:07:52
PC,TRUE,2018-10-16 20:22:51,2018-10-16 20:28:27,0,0,2018-10-16 20:23:00,For personal work and/or research use,,,,2018-10-16 20:23:45,No,2018-10-16 20:24:35,I choose data.table for performance,2018-10-16 20:25:19,,,10,10,2018-10-16 20:25:26,,,,,,,Medium Priority,3,2018-10-16 20:26:17,,,,Essential,1,2018-10-16 20:25:56,,,,,,,High Priority,2,2018-10-16 20:26:07,,,,Low Priority,4,2018-10-16 20:26:38,,,,Not a Priority,5,2018-10-16 20:26:45,,,,2018-10-16 20:26:51,2 - 5 years,2018-10-16 20:27:23,R,,,,,,,,2018-10-16 20:27:32,Data Scientist,2018-10-16 20:27:41,4 - 6,2018-10-16 20:27:59,Not native - sufficient working proficiency,2018-10-16 20:28:14,Male,2018-10-16 20:28:20,35 - 44,2018-10-16 20:28:25
Tablet,TRUE,2018-10-16 20:28:55,2018-10-16 20:33:45,0,0,2018-10-16 20:29:14,,,,For a training / class that I gave,2018-10-16 20:29:56,No,2018-10-16 20:30:07,Chose the package to be compatible with other packages in my project,2018-10-16 20:30:35,,,10,10,2018-10-16 20:30:43,Medium Priority,1,2018-10-16 20:31:10,Low Priority,10,2018-10-16 20:31:54,Medium Priority,2,2018-10-16 20:31:14,Medium Priority,6,2018-10-16 20:31:31,Medium Priority,3,2018-10-16 20:31:21,Low Priority,15,2018-10-16 20:32:17,Low Priority,14,2018-10-16 20:32:10,High Priority,13,2018-10-16 20:32:05,High Priority,7,2018-10-16 20:31:38,Medium Priority,4,2018-10-16 20:31:23,Not a Priority,11,2018-10-16 20:31:57,Not a Priority,9,2018-10-16 20:31:47,Not a Priority,12,2018-10-16 20:32:00,2018-10-16 20:32:18,Less than 2 years,2018-10-16 20:32:27,R,,,,,,,,2018-10-16 20:32:34,Data Journalist,2018-10-16 20:32:52,16 - 25,2018-10-16 20:33:16,Not native - sufficient working proficiency,2018-10-16 20:33:35,Female,2018-10-16 20:33:40,25 - 34,2018-10-16 20:33:44
PC,FALSE,2018-10-16 20:32:13,,24,31,2018-10-16 20:32:20,,,For a training / class that I took,,2018-10-16 20:33:40,Not sure,2018-10-16 20:34:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-16 20:46:02,2018-10-16 20:48:55,168,1141,2018-10-16 20:46:10,For personal work and/or research use,,For a training / class that I took,,2018-10-16 20:46:27,Yes,2018-10-16 20:46:37,"The core ""data.frame"" object lacked functionality that I needed",2018-10-16 20:46:56,,8,,8,2018-10-16 20:47:05,Low Priority,6,2018-10-16 20:47:37,Medium Priority,4,2018-10-16 20:47:30,Medium Priority,5,2018-10-16 20:47:33,High Priority,10,2018-10-16 20:47:54,Low Priority,2,2018-10-16 20:47:26,High Priority,1,2018-10-16 20:47:25,Low Priority,7,2018-10-16 20:47:40,Essential,13,2018-10-16 20:48:00,Medium Priority,11,2018-10-16 20:47:57,,,,Low Priority,3,2018-10-16 20:47:27,Low Priority,9,2018-10-16 20:47:46,Low Priority,8,2018-10-16 20:47:43,2018-10-16 20:48:01,2 - 5 years,2018-10-16 20:48:10,R,,,Python,,,,,2018-10-16 20:48:21,Data Scientist,2018-10-16 20:48:25,4 - 6,2018-10-16 20:48:35,Not native - full working proficiency,2018-10-16 20:48:44,Male,2018-10-16 20:48:49,25 - 34,2018-10-16 20:48:54
PC,TRUE,2018-10-16 21:55:38,2018-10-16 22:00:51,168,1142,2018-10-16 21:55:50,,,For a training / class that I took,,2018-10-16 21:56:54,Not sure,2018-10-16 21:57:06,performance,2018-10-16 21:57:57,,,10,10,2018-10-16 21:58:03,Not a Priority,10,2018-10-16 21:59:21,Not a Priority,11,2018-10-16 21:59:24,Low Priority,14,2018-10-16 21:59:29,Not a Priority,2,2018-10-16 21:58:25,High Priority,4,2018-10-16 21:58:46,Not a Priority,5,2018-10-16 21:58:50,Not a Priority,1,2018-10-16 21:58:21,Essential,3,2018-10-16 21:58:38,Not a Priority,8,2018-10-16 21:59:19,Not a Priority,6,2018-10-16 21:59:04,Not a Priority,12,2018-10-16 21:59:26,Not a Priority,7,2018-10-16 21:59:06,Not a Priority,9,2018-10-16 21:59:20,2018-10-16 21:59:32,Less than 2 years,2018-10-16 21:59:48,,,,,,,C#,,2018-10-16 21:59:54,Software Engineer,2018-10-16 22:00:01,2 - 3,2018-10-16 22:00:13,Not native - sufficient working proficiency,2018-10-16 22:00:32,Male,2018-10-16 22:00:37,25 - 34,2018-10-16 22:00:50
Phone,TRUE,2018-10-16 22:19:50,2018-10-16 22:23:08,0,0,2018-10-16 22:20:01,,"For a wider audience, such as developers of other packages or other software",,,2018-10-16 22:20:31,Yes,2018-10-16 22:21:09,Chose the package to be compatible with other packages in my project,2018-10-16 22:21:23,,,10,10,2018-10-16 22:21:30,Medium Priority,12,2018-10-16 22:22:18,Not a Priority,3,2018-10-16 22:21:50,High Priority,6,2018-10-16 22:22:00,Medium Priority,4,2018-10-16 22:21:54,High Priority,1,2018-10-16 22:21:42,Medium Priority,7,2018-10-16 22:22:03,Not a Priority,10,2018-10-16 22:22:13,Low Priority,13,2018-10-16 22:22:24,High Priority,9,2018-10-16 22:22:09,Medium Priority,5,2018-10-16 22:21:57,Not a Priority,11,2018-10-16 22:22:15,Not a Priority,8,2018-10-16 22:22:07,Not a Priority,2,2018-10-16 22:21:47,2018-10-16 22:22:24,9 - 12 years,2018-10-16 22:22:34,R,,,,,,,,2018-10-16 22:22:43,Data Scientist,2018-10-16 22:22:47,11 - 15,2018-10-16 22:22:55,Native,2018-10-16 22:22:59,Male,2018-10-16 22:23:03,35 - 44,2018-10-16 22:23:07
PC,TRUE,2018-10-17 1:45:10,2018-10-17 1:48:49,168,1144,2018-10-17 1:45:20,For personal work and/or research use,,,,2018-10-17 1:45:55,No,2018-10-17 1:46:19,I saw a recommendation for the package,2018-10-17 1:46:45,,,10,10,2018-10-17 1:46:51,Essential,4,2018-10-17 1:47:21,Low Priority,10,2018-10-17 1:47:42,Not a Priority,6,2018-10-17 1:47:27,Low Priority,9,2018-10-17 1:47:38,High Priority,8,2018-10-17 1:47:34,,,,High Priority,7,2018-10-17 1:47:31,Essential,3,2018-10-17 1:47:18,High Priority,2,2018-10-17 1:47:15,Medium Priority,1,2018-10-17 1:47:11,Low Priority,5,2018-10-17 1:47:25,Not a Priority,12,2018-10-17 1:47:48,Not a Priority,11,2018-10-17 1:47:45,2018-10-17 1:47:49,2 - 5 years,2018-10-17 1:47:58,PHP,,,,,,,Other,2018-10-17 1:48:15,,2018-10-17 1:48:16,4 - 6,2018-10-17 1:48:28,Not native - sufficient working proficiency,2018-10-17 1:48:39,Male,2018-10-17 1:48:43,18 - 24,2018-10-17 1:48:48
PC,FALSE,2018-10-17 5:06:34,,168,1145,2018-10-17 5:06:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-17 5:07:21,,168,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-17 7:15:03,,0,0,2018-10-17 7:15:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-17 8:27:46,2018-10-17 8:31:25,168,1148,2018-10-17 8:27:58,For personal work and/or research use,,,,2018-10-17 8:28:15,No,2018-10-17 8:28:24,"The core ""data.frame"" object lacked functionality that I needed",2018-10-17 8:28:50,6,,,6,2018-10-17 8:28:58,High Priority,10,2018-10-17 8:29:57,Low Priority,17,2018-10-17 8:30:10,Medium Priority,2,2018-10-17 8:29:22,Medium Priority,15,2018-10-17 8:30:09,Not a Priority,3,2018-10-17 8:29:23,Essential,4,2018-10-17 8:29:25,Medium Priority,8,2018-10-17 8:29:42,Essential,1,2018-10-17 8:29:16,High Priority,19,2018-10-17 8:30:17,Not a Priority,6,2018-10-17 8:29:33,Not a Priority,9,2018-10-17 8:29:44,Low Priority,12,2018-10-17 8:30:02,Low Priority,11,2018-10-17 8:30:00,2018-10-17 8:30:19,2 - 5 years,2018-10-17 8:30:26,R,,Java,,,,,,2018-10-17 8:30:37,Researcher,2018-10-17 8:30:50,16 - 25,2018-10-17 8:31:01,Not native - full working proficiency,2018-10-17 8:31:11,Male,2018-10-17 8:31:15,25 - 34,2018-10-17 8:31:25
PC,TRUE,2018-10-17 19:55:14,2018-10-17 20:05:58,168,1149,2018-10-17 19:55:30,For personal work and/or research use,,,,2018-10-17 19:56:00,No,2018-10-17 19:59:40,In order to use gather and spread functions,2018-10-17 20:01:27,,,10,10,2018-10-17 20:01:35,Essential,7,2018-10-17 20:03:04,Not a Priority,12,2018-10-17 20:03:53,High Priority,2,2018-10-17 20:02:05,Medium Priority,9,2018-10-17 20:03:25,Medium Priority,4,2018-10-17 20:02:33,Low Priority,13,2018-10-17 20:03:56,Not a Priority,10,2018-10-17 20:03:38,High Priority,3,2018-10-17 20:02:16,High Priority,8,2018-10-17 20:03:15,High Priority,1,2018-10-17 20:01:59,Low Priority,5,2018-10-17 20:02:44,Low Priority,6,2018-10-17 20:02:48,Not a Priority,11,2018-10-17 20:03:43,2018-10-17 20:04:02,9 - 12 years,2018-10-17 20:04:27,R,,,,,,,,2018-10-17 20:04:58,Data Scientist,2018-10-17 20:05:03,11 - 15,2018-10-17 20:05:38,Not native - full working proficiency,2018-10-17 20:05:48,Male,2018-10-17 20:05:53,35 - 44,2018-10-17 20:05:58
PC,TRUE,2018-10-17 21:50:10,2018-10-17 21:58:20,0,0,2018-10-17 21:50:23,For personal work and/or research use,,,,2018-10-17 21:50:38,Not sure,2018-10-17 21:51:47,"The core ""data.frame"" object lacked functionality that I needed",2018-10-17 21:54:48,3,,,3,2018-10-17 21:55:05,Essential,3,2018-10-17 21:56:02,,,,High Priority,4,2018-10-17 21:56:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-17 21:56:18,2 - 5 years,2018-10-17 21:56:56,R,,,Python,,,,,2018-10-17 21:57:12,Bioinformatician,2018-10-17 21:57:30,1,2018-10-17 21:57:46,Not native - full working proficiency,2018-10-17 21:58:04,Male,2018-10-17 21:58:13,35 - 44,2018-10-17 21:58:19
PC,TRUE,2018-10-17 23:03:36,2018-10-17 23:07:20,1,1,2018-10-17 23:03:46,For personal work and/or research use,,,,2018-10-17 23:03:54,Yes,2018-10-17 23:04:01,I saw a recommendation for the package,2018-10-17 23:04:13,,7,,7,2018-10-17 23:04:22,,,,,,,High Priority,3,2018-10-17 23:05:02,Medium Priority,10,2018-10-17 23:05:31,,,,Essential,11,2018-10-17 23:05:43,,,,High Priority,4,2018-10-17 23:05:06,High Priority,5,2018-10-17 23:05:10,Medium Priority,6,2018-10-17 23:05:13,Low Priority,16,2018-10-17 23:06:12,,,,,,,2018-10-17 23:06:21,2 - 5 years,2018-10-17 23:06:28,R,,,Python,,,,,2018-10-17 23:06:37,Graduate Student,2018-10-17 23:06:53,4 - 6,2018-10-17 23:07:03,Not native - full working proficiency,2018-10-17 23:07:11,Male,2018-10-17 23:07:15,25 - 34,2018-10-17 23:07:19
Phone,TRUE,2018-10-18 0:55:32,2018-10-18 0:58:51,1,1,2018-10-18 0:55:40,For personal work and/or research use,,,,2018-10-18 0:56:03,No,2018-10-18 0:56:17,"The core ""data.frame"" object lacked functionality that I needed",2018-10-18 0:56:46,,,10,10,2018-10-18 0:56:52,High Priority,2,2018-10-18 0:57:25,,,,Medium Priority,3,2018-10-18 0:57:32,,,,,,,,,,,,,Essential,1,2018-10-18 0:57:10,,,,,,,,,,,,,,,,2018-10-18 0:57:45,9 - 12 years,2018-10-18 0:57:58,R,C/C++,,,,,,,2018-10-18 0:58:13,Data Scientist,2018-10-18 0:58:17,4 - 6,2018-10-18 0:58:24,Native,2018-10-18 0:58:40,Male,2018-10-18 0:58:44,35 - 44,2018-10-18 0:58:50
PC,TRUE,2018-10-18 1:19:34,2018-10-18 1:22:57,0,0,2018-10-18 1:19:39,For personal work and/or research use,,,,2018-10-18 1:20:48,,2018-10-18 1:20:49,"The core ""data.frame"" object lacked functionality that I needed",2018-10-18 1:21:09,,,10,10,2018-10-18 1:21:16,,,,High Priority,2,2018-10-18 1:21:59,Essential,3,2018-10-18 1:22:03,High Priority,4,2018-10-18 1:22:06,,,,,,,,,,,,,,,,Essential,5,2018-10-18 1:22:12,High Priority,1,2018-10-18 1:21:47,,,,,,,2018-10-18 1:22:13,Less than 2 years,2018-10-18 1:22:19,R,,,,,,,,2018-10-18 1:22:25,Data Scientist,2018-10-18 1:22:30,7 - 10,2018-10-18 1:22:43,Native,2018-10-18 1:22:48,Male,2018-10-18 1:22:52,35 - 44,2018-10-18 1:22:56
PC,TRUE,2018-10-18 7:37:05,2018-10-18 7:42:51,24,7,2018-10-18 7:37:16,,"For a wider audience, such as developers of other packages or other software",,,2018-10-18 7:40:10,No,2018-10-18 7:40:20,I saw a recommendation for the package,2018-10-18 7:40:37,,,9,9,2018-10-18 7:40:47,,,,Medium Priority,8,2018-10-18 7:41:35,Medium Priority,10,2018-10-18 7:41:41,High Priority,3,2018-10-18 7:41:14,High Priority,7,2018-10-18 7:41:32,,,,,,,Medium Priority,6,2018-10-18 7:41:28,Essential,2,2018-10-18 7:41:09,High Priority,1,2018-10-18 7:41:04,Low Priority,9,2018-10-18 7:41:38,Low Priority,5,2018-10-18 7:41:23,Low Priority,4,2018-10-18 7:41:21,2018-10-18 7:41:42,13 - 19 years,2018-10-18 7:42:01,R,,,Python,Javascript,,,,2018-10-18 7:42:11,Data Scientist,2018-10-18 7:42:16,11 - 15,2018-10-18 7:42:26,Not native - full working proficiency,2018-10-18 7:42:35,Male,2018-10-18 7:42:42,25 - 34,2018-10-18 7:42:49
Phone,FALSE,2018-10-18 7:55:39,,1,2,2018-10-18 7:55:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-18 7:56:53,,24,9,2018-10-18 7:56:57,For personal work and/or research use,,,,2018-10-18 7:57:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone,FALSE,2018-10-18 7:58:16,,1,4,2018-10-18 7:58:21,For personal work and/or research use,,,,2018-10-18 7:58:28,Yes,2018-10-18 7:58:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,TRUE,2018-10-18 8:43:49,2018-10-18 8:52:06,24,11,2018-10-18 8:46:03,For personal work and/or research use,,,,2018-10-18 8:46:16,Yes,2018-10-18 8:49:17,"The core ""data.frame"" object lacked functionality that I needed",2018-10-18 8:49:46,,,9,9,2018-10-18 8:49:55,Not a Priority,12,2018-10-18 8:51:16,Low Priority,5,2018-10-18 8:50:53,High Priority,2,2018-10-18 8:50:38,Not a Priority,13,2018-10-18 8:51:19,Medium Priority,9,2018-10-18 8:51:07,Essential,6,2018-10-18 8:50:56,Not a Priority,4,2018-10-18 8:50:48,Essential,1,2018-10-18 8:50:28,High Priority,11,2018-10-18 8:51:12,Low Priority,7,2018-10-18 8:51:00,Not a Priority,3,2018-10-18 8:50:43,Not a Priority,10,2018-10-18 8:51:09,Not a Priority,8,2018-10-18 8:51:02,2018-10-18 8:51:20,2 - 5 years,2018-10-18 8:51:27,R,,,,,,,,2018-10-18 8:51:34,Data Scientist,2018-10-18 8:51:42,1,2018-10-18 8:51:51,Native,2018-10-18 8:51:58,,2018-10-18 8:52:02,,2018-10-18 8:52:05
PC,TRUE,2018-10-18 12:15:59,2018-10-18 12:20:44,0,0,2018-10-18 12:16:07,For personal work and/or research use,"For a wider audience, such as developers of other packages or other software",,,2018-10-18 12:17:02,No,2018-10-18 12:17:22,,2018-10-18 12:17:23,,8,,8,2018-10-18 12:17:42,Essential,8,2018-10-18 12:18:45,High Priority,12,2018-10-18 12:18:58,Medium Priority,15,2018-10-18 12:19:06,Medium Priority,11,2018-10-18 12:18:53,Medium Priority,6,2018-10-18 12:18:39,High Priority,13,2018-10-18 12:19:00,Medium Priority,16,2018-10-18 12:19:10,Medium Priority,7,2018-10-18 12:18:41,Essential,9,2018-10-18 12:18:47,High Priority,14,2018-10-18 12:19:03,Low Priority,10,2018-10-18 12:18:49,Not a Priority,3,2018-10-18 12:18:35,Not a Priority,5,2018-10-18 12:18:36,2018-10-18 12:19:10,2 - 5 years,2018-10-18 12:19:28,R,,,,,,,,2018-10-18 12:19:36,Data Scientist,2018-10-18 12:19:46,2 - 3,2018-10-18 12:19:56,Not native - very limited,2018-10-18 12:20:15,Male,2018-10-18 12:20:39,25 - 34,2018-10-18 12:20:43
PC,FALSE,2018-10-18 13:34:07,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC,FALSE,2018-10-18 17:30:04,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
